,VideoID,Start,End,WorkerID,Source,AnnotationTime,Language,Description
39124,PAN5IVvMlVc,17,23,682611,clean,40,English,Two girls are dancing.
11392,PAm82v0AMFc,5,10,682611,clean,65,English,Someone is riding a white horse.
11026,PBHZtoygOYg,450,465,297776,clean,35,English,A man aims and fires a rifle.
992,PCXHuseKwDc,17,20,682611,clean,81,English,A man is pouring antifreeze from a large jug into a funnel into his car.
28050,PD6eQY7yCfw,32,37,682611,clean,81,English,A young man throws a basketball from a long distance and makes a basket.
37459,PECk9A-07Pw,1,9,550906,clean,39,English,A man playing the accordion.
1786,PHDmVhShE80,20,29,411294,clean,24,English,The woman is cutting a tentacle.
9548,PJnJMp2ZpbA,3,15,550906,clean,55,English,A little boy dances around his younger brother.
35324,PNMsPz1701c,3,20,682611,clean,105,English,"A boy picks up a large log with hand holds cut into it, and raises the log above his head."
18823,POv7JaE3vJ8,40,50,682611,clean,62,English,"A man, wearing a billed hat, is playing the harp."
13080,PQbkdRbir0M,45,53,550906,clean,27,English,a girl making lemonade
32466,PTxHJMM6hHE,0,15,682611,clean,158,English,A boy in a seat belt in the backseat of a car is yelling at the electronic game he is playing.
16905,PeUHy0A1GF0,99,103,682611,clean,75,English,Someone dices carrots into small pieces and adds them to a salad.
35229,Pgm-mOQu2MM,48,62,651813,clean,16,English,A woman is dancing in rain.
8896,PiyoeFC31kE,9,27,550906,clean,53,English,A man rides two horses around in a fenced area.
2475,PmrTDZy3f2M,35,39,682611,clean,56,English,Two men are slam-dunking basketballs into basketball hoops.
15558,PqSZ89FqpiY,65,75,550906,clean,35,English,a person preparing broccoli
42046,PqvKNqkGI9o,47,52,682611,clean,120,English,Four men are fighting and one man throws an armed man over his shoulder onto the ground.
5044,Pr5LQq42l4M,12,17,550906,clean,200,English,A man with a wig jumps across a building.
36432,PslVHtXc7Tg,8,14,682611,clean,75,English,A man driving a car runs into the side of a parked car in a parking lot.
1549,PuQVs2Ch1LY,5,15,682611,clean,47,English,A girl wearing glasses is playing the flute.
35389,PugziVUikEg,117,140,550906,clean,63,English,A young woman does her eyebrow.
46581,Puh1n8DTKw8,2,9,257003,clean,66,English,A little child is walking in a corridor.
44105,Puv_4NtflqE,26,34,682611,clean,65,English,Someone is pouring oil from a plastic bottle into a skillet.
2900,Q-soOsOLIGQ,0,22,682611,clean,67,English,A man is instructing a boy about batting.
23530,Q6HuQEIJqcA,9,16,878566,clean,37,English,Two puppies are wrestling on top of newspaper.
19008,Q7H9mI9dtMY,20,34,550906,clean,312,English,A woman is filling a pitcher with water.
11661,QA_JTtM1hKA,5,15,155632,clean,23,English,A guy is playing electric guitar.
9106,QGJy1K91gP4,90,100,760882,clean,42,English,A group of trees are being blown by the wind.
7529,QGgJlHi3tjw,1,15,550906,clean,62,English,A motivational speaker does a speech.
7669,QHkvBU8diwU,1,18,181773,clean,37,English,A man is playing a guitar.
40600,QMJY29QMewQ,42,52,550906,clean,55,English,Eggs are being prepared for a meal.
6601,QOmrchUPnBs,10,20,682611,clean,61,English,A man is playing a large flute-like instrument.
4044,QT8iCDc7NGU,18,23,682611,clean,76,English,"A woman, wearing yellow rubber gloves, is talking while washing the top of a chest freezer with a cloth."
32825,QTAqjSbMkXU,65,75,550906,clean,39,English,A women preps a salmon meal.
9850,QVSt5USMkMg,43,50,682611,clean,154,English,"A woman appears to be feeding a large long-eared animal, while another woman points and watches as they both talk."
28018,QhRqJp-CgEs,7,14,215924,clean,42,English,A girl floats on a raft.
23304,QjI3Y8ZKSqs,30,38,550906,clean,43,English,A woman does her laundry on the lake.
44016,Qjbcibrv3L0,26,32,135621,clean,285,English,There is a view of a pilot in the cockpit of a jet airplane and then the scene switches to a view of exterior of the jet flying.
11756,QklHhN8pQBE,0,10,155632,clean,17,English,A guy is singing.
38825,Qp-k0H93iJE,35,39,651813,clean,27,English,Men are playing cricket.
26498,QqYWLR47eLI,10,18,682611,clean,113,English,An animal is sitting on the wooden arm of a kitchen chair and eating something red.
36795,QsC8__3lwO0,50,60,159786,clean,1373,English,A chef seasons a game bird.
27775,QsvBYKaCXEc,5,15,280252,clean,72,English,A big fish is swimming in the water.
6969,Qtu-PXuvCx4,12,17,807872,clean,32,English,A baby eats a chocolate bunny.
34193,Qwn0Ni9G5ow,64,69,550906,clean,35,English,a car traveling through the city
794,QzcTlEpAigQ,0,14,878566,clean,24,English,A beagle is peeing off a boat into the water.
15420,QzulzuWr0Zw,20,45,550906,clean,63,English,Four girls are paddling on a raft.
41550,R0e8ojL0vcc,8,14,550906,clean,31,English,A chef cutting banana bread
36151,R1UrFBF_0iU,35,41,682611,clean,205,English,A man dressed in a white robe and head gear picks up a man and throws him and then picks up a large board.
26108,R24RktgUi-s,24,28,878566,clean,41,English,A soccer player is running on a field.
48730,R2DvpPTfl-E,20,25,550906,clean,20,English,a guy typing on a computer
5203,R3a9r8qFlhQ,0,12,550906,clean,89,English,A chef is preparing a snake for dinning.
45836,R8FDJgVW3Vc,0,4,651813,clean,58,English,A woman is tapping her nails.
10899,RJNBxdDQOw4,13,26,550906,clean,78,English,A kitten drinking milk.
13710,RMznbCn5sQs,0,10,682611,clean,52,English,Zebra are running in an enclosed area.
26296,RQYLGNbal2c,5,10,922727,clean,30,English,Men are riding horses at night.
4717,RSx5G0_xH48,12,17,215924,clean,30,English,A dog barks at the screen.
7755,RWWvWFeE6_Q,2,26,682611,clean,74,English,A young man is pushing a van down the street.
15472,RX6NSOuCCAE,13,27,550906,clean,71,English,A man is throwing blades into a close target outside.
36458,RZL9irxnhZ0,34,40,550906,clean,32,English,A man is being interviewed.
31322,Rf0TUCA3XNs,3,16,651813,clean,38,English,A girl is playing guitar.
31130,RieF9wrFd8s,1,8,550906,clean,100,English,And is fired into an open area at night.
43590,RiglOfJon8I,3,18,550906,clean,24,English,A soccer player arguing with a referee.
33184,RjpbFlOHFps,8,25,550906,clean,54,English,A bomb is off outside of a city.
15714,Rm-RnxN4oHA,215,225,550906,clean,35,English,A man firing rounds outdoors.
25527,Rq_VfjGH7kg,104,110,159786,clean,577,English,A couple ride on a scooter.
13289,RvJH_POzxmc,10,25,550906,clean,35,English,A group is performing a song onstage.
2503,S-Civm_fbK8,20,26,550906,clean,34,English,A man kicks a soccer ball into the net.
25980,SFFfhAUEoj0,10,16,682611,clean,66,English,A young man is seated in a chair playing a guitar.
38780,SJZFNwfcSOw,3,18,169605,clean,12,English,A guy is playing guitar.
28971,SKhmFSV-XB0,12,18,550906,clean,52,English,A little girl shown singing.
20323,SRzoLVNgHoI,56,66,550906,clean,43,English,Three women are dancing outside.
13173,SULWQEAErKw,13,26,550906,clean,50,English,A huge turtle is walking on land.
36700,SZP3Jpbbwj0,52,59,550906,unverified,53,English,A basket ball player does a hook shot on his opponent.
14670,SaOqf2d-y30,22,27,550906,clean,25,English,A kitten meows.
34471,SaYwh6chmiw,15,40,550906,clean,85,English,A train slows down and stops.
9384,ScdUht-pM6s,53,63,159786,clean,82,English,A chef prepares raw poultry.
17985,Sg5rTYrkpnU,35,48,682611,clean,74,English,A man is pushing a van from behind while being filmed by cameramen.
42594,Sj6GSmDpNDw,0,12,550906,clean,29,English,A group of couples are dancing in an event.
15332,Sq7Vt6KC9Yg,17,35,550906,clean,63,English,garlic and pepper are being mixed.
13788,SrDE9-cDz48,4,12,682611,clean,98,English,A red panda is grooming itself with it's tongue.
5246,SzEbtbNSg04,111,117,682611,clean,80,English,Someone removes the glass lid from a pot of boiling water and puts uncooked spaghetti into the pot.
28781,T6lPRKRpu9w,32,39,169605,clean,17,English,Two men are talking.
24011,TF6LNmwDr_0,2,10,550906,clean,29,English,A cat licking a lollipop.
41676,TFJ6oR89Vb8,90,107,550906,clean,622,English,An omelet is being cooked in a pan.
14566,TIubRrkku-4,1,10,760882,clean,33,English,A man is spinning in a machine.
39934,TPD5wO_LEPU,2,6,682611,clean,69,English,A young boy is cleaning a wood floor with a sweeper.
17660,TPhpsIK7pDc,25,32,760882,clean,15,English,A hedgehog is sniffing.
47221,TXabUVUxJqI,22,31,760882,clean,24,English,A man is exercising.
32496,TZ860P4iTaM,11,20,550906,clean,24,English,A cat plays the piano.
20064,Td29-SApubM,48,57,550906,clean,38,English,A Polar Bear pup looks into the mirror.
29108,TdYN7cePiRI,6,13,682611,clean,87,English,A very muscular man is lifting barbells.
11229,Ted3imMggC0,48,58,295615,clean,70,English,A female applies something to he hair with her hands.
16145,TgFmoZj3NoM,10,18,682611,clean,56,English,Someone is slicing white onions with a cleaver.
3425,Tied-t1fFsk,15,20,922727,clean,23,English,A man is shooting a gun.
32026,TjLCJKoot4U,43,65,411294,clean,28,English,The lion is chasing the bear.
41637,Tm1HjqK0ABg,9,15,135621,clean,62,English,A boy is skateboarding in a busy city area.
15205,TnPOZVHB3x0,45,55,550906,clean,35,English,A man skates down a stunt course to do a trick.
21061,TsagxA4DKuc,28,41,252681,clean,17,English,A man is sweeping a room.
36558,TvBsaMgqh5s,61,68,550906,clean,27,English,A lady cooking meat in a pan
7240,TwQzFqBqgeA,0,10,227134,clean,33,English,A man is relaxing on the beach.
10590,TxzxPyfsSxY,0,10,760882,clean,71,English,A cheetah is chasing prey.
22194,UDwvax7K57c,28,35,550906,clean,25,English,A cat jumps in a bag.
44363,UI3Cbj9fbxQ,2,23,550906,clean,58,English,A woman unsuccesfully attempts to change a flat tire.
33813,UJKythlXAIY,17,21,550906,clean,31,English,A marching band plays in the woods.
2154,UXs3eq68ZjE,255,260,682611,clean,67,English,Someone is stirring rice in a kettle of water with a wooden spoon.
3855,UbmZAe5u5FI,16,23,682611,clean,43,English,A woman is thinly slicing a cucumber with a knife.
1393,Uc63MFVwfrs,360,372,682611,clean,68,English,Someone is cutting a cooked potato into bite-size pieces.
13613,Ud3Qy8m6OxQ,52,62,682611,clean,75,English,A young boy is riding a tricycle in circles on a patio.
35117,UdcObAQ5OOM,15,30,682611,clean,72,English,A woman in a ski cap and sunglasses is riding in the back seat of a car talking on a cell phone.
27446,UgUFP5baQ9Y,0,10,651813,clean,14,English,Three woman are dancing.
46960,Ugb_uH72d0I,8,17,257003,clean,53,English,A man is playing a guitar.
42639,UhI-p6AysWY,25,30,550906,clean,19,English,a white cat licking his tongue
5564,UnWgz-mVMXU,2,6,550906,clean,31,English,A kid sliding down a poll
34554,UoPU8F9mus8,258,262,435773,clean,24,English,A lady is exercising.
29046,UqBafx3iRKw,22,29,550906,clean,24,English,A tiger club is playing with a ball.
29431,UxhKb-zZoWE,0,15,550906,clean,44,English,A sumo wrestling match is going on.
5399,V--abChiVVc,30,40,550906,clean,75,English,An assemble of men dancing.
14480,V4q5dQmpxIE,20,30,760882,clean,48,English,A boy plays a trumpet.
4003,V6Fxclwdfxc,56,66,550906,unverified,197,English,A bird carries his ball up a ladder.
1152,VF1K_6ZSOAY,23,28,682611,clean,77,English,A woman is writing at a desk and a small box slowly moves toward her.
22028,VLBsAPZ2DDE,34,41,155632,clean,23,English,A boy gets knocked down by a dog.
39369,VU4qLrk5axA,40,58,550906,clean,45,English,A soccer team practicing drills.
7876,VZ6H73nH7xs,27,33,651813,clean,44,English,A cartoon is swinging.
11622,VahnQw2gTQY,274,280,760882,clean,35,English,A person slices a bread.
6369,VfqlfprZsaQ,75,85,682611,clean,78,English,Three women in harem costumes are dancing in front of an audience.
43463,Vg1jyL3cr60,163,186,550906,clean,38,English,A group is playing musical instruments.
13343,ViM0JjUoqRw,10,20,707318,clean,95,English,A person is dissembling a web cam.
37416,ViWQUOGIaSU,9,16,297776,clean,32,English,A ballerina dances on a stage.
39291,Vn0Xv0fb1z4,18,30,682611,clean,78,English,"Two lions, seated on a couch, are watching animals on a television."
34114,VuCFgiWfVF4,0,6,682611,clean,187,English,A young man takes a six-pack of beer off a shelf and takes it to the counter where he turns and walks off with it.
10709,VxM96IYzw0Q,2,15,257003,clean,438,English,A big group of people are watching a plane in the sky.
33290,VyBXcQ1v_cw,7,15,760882,clean,14,English,A man lifts weights.
32207,W1052h2rzoA,91,98,682611,clean,51,English,Two men are dancing like robots on stage.
28430,W20Btaww6zc,134,139,550906,clean,32,English,A man chopping mushrooms.
9432,W6_XuNhgtrM,2,5,550906,clean,32,English,A dirt bike racer jumping through the air
14384,W8_63NiTENw,23,30,550906,clean,25,English,A man bbq on the grill
7588,W8l_ezoU8Lc,55,70,159786,clean,354,English,A man is playing a guitar.
15382,WAa4-cctmDk,55,70,615204,clean,41,English,A lady is rolling dough into a flat round shape.
15615,WEJfT-oB4v4,20,35,682611,clean,182,English,"A dog looking at himself in a mirror waves, bites, and barks at his image."
29486,WFNXwor69-U,33,40,550906,clean,21,English,a elephant going into a food store
18704,WG0J2B19ZT8,1,33,922727,clean,41,English,A woman is getting her hair styled.
2735,WPG-BIWOrG4,672,677,682611,clean,63,English,A man is slicing open a fish longways with a knife.
1661,WTf5EgVY5uU,98,104,807872,clean,18,English,A woman breaks an egg.
35486,WTx-K045yQM,85,98,682611,clean,93,English,Someone is slicing a tomato with a serrated knife.
40952,WV9K6MbLjHA,106,116,257003,clean,360,English,One man is riding a horse in a field.
538,WWf0Z6ak3Dg,5,15,878566,clean,27,English,A bulldog is chasing a large blue ball around a yard.
20407,WZTGqvbqOFE,28,34,682611,clean,68,English,Someone rides a bicycle down a street doing a wheelie all the way.
25468,W_iR4YVCxUY,8,15,772960,clean,104,English,A black colored pet dog is biting a stuffed toy fish.
29955,WeOU0Iba1Xg,1,30,550906,clean,2150,English,A man galloping on his horse.
37885,WinaH9SkW9c,11,38,922727,clean,24,English,A man is riding a horse.
29924,Wnz3IevSNg0,1,8,682611,clean,175,English,A man sitting on frozen ice is fishing when he is knocked into the water by a whale that comes crashing through the ice.
8465,WpB4-eLyiBc,10,20,682611,clean,43,English,A man is playing a guitar and singing.
12619,WqQonRVs7WA,0,10,682611,clean,111,English,A raccoon-like animal is hanging upside down from the back of a chair and eating something white.
9024,WqwcWk1In_g,46,54,550906,clean,30,English,A cow eating hay.
6313,WrsS6X-FB-I,30,47,257003,clean,311,English,A person is slicing bread with a bread knife.
38943,Wv3u2q3oGeU,35,45,682611,clean,39,English,A man is playing an electric keyboard.
35523,WyIqGyj21Dk,0,10,682611,clean,91,English,Someone is drawing on George Washington's face on a one dollar bill.
38604,X0UJaprpxrk,18,26,164462,clean,1324,English,A Batman & Robin movie clip of them in a helicopter.
21114,X4yzrIc072w,4,20,435773,clean,30,English,A guy is playing the guitar.
43176,X56XkGFe7OY,47,61,550906,clean,52,English,A bunch of raccoons are eating peanuts.
48675,X6uJyuD_Zso,3,17,878566,clean,40,English,A person is dicing an onion.
5664,X7sQq-Iu1gQ,12,22,682611,clean,82,English,"A man, with his eyes closed, is singing into a microphone."
12865,X98fLZHIzWQ,15,20,548844,unverified,38,English,Cat really wants some cake.
39554,XEOH3t5AYY0,22,29,550906,clean,28,English,A man rides a bicycle.
11071,XNV7hKVu-Xg,40,47,682611,clean,220,English,"Several males are riding horses, when the scene flashes to two men driving a stagecoach, then back to three of the horsemen."
25146,XNzXXiE6qR4,0,10,682611,clean,57,English,A black dog is riding a skateboard.
19141,XOAgUVVwKEA,8,20,252681,clean,31,English,A child is eating spaghetti with his or her fingers.
2440,XZ0Ch_ClBfo,120,127,682611,clean,59,English,Three men run into and play in the ocean.
5951,X_NLV2KCnIE,60,70,550906,clean,38,English,A man shooting a car.
6576,XdB0pVjFYoU,1,8,682611,clean,80,English,Someone is holding a small monkey.
932,Xh6rdpJNaf0,0,15,760882,clean,84,English,A bunny is licking itself.
28401,Xp6rxW4hFFo,32,40,682611,clean,90,English,A man pokes a drinking straw below his chin and opens his mouth to reveal the straw.
6199,XtQdAPV2UZs,4,11,682611,clean,79,English,A man picks up the front of a blue convertible.
42813,Xvy21KrDv8I,0,10,135621,clean,69,English,A badger climbs out of a hole and walks down a path.
24642,Xwrl4htUPjo,22,38,900725,unverified,51,English,a man is cooking an egg
28092,Xxcv5jvRmcg,39,46,550906,clean,48,English,A woman picks a lobster from a box.
1265,XzCcRzEa83U,1,8,411294,clean,20,English,The monkey pushed the other monkey.
6920,Y4BeJ-64294,20,30,550906,clean,51,English,A man shoots at a barrel.
20484,Y4gaJn0wlDE,0,10,155632,clean,23,English,A baby rabbit is cleaning its paw.
45875,YAud4eS3DoA,54,65,326919,unverified,40,English,A man rolling out dough.
16114,YEmS8ZQIhTA,7,20,682611,clean,74,English,"Two teams are playing basketball, and a man on the white team makes a basket."
29733,YJ2aGe7CLBo,25,35,682611,clean,63,English,A boy is playing with a telephone.
25190,YRSOc193Pxc,68,73,297776,clean,37,English,A boy attacks a piece of red paper with a pair of scissors.
48424,YS1mzzhmWWA,9,16,252681,clean,17,English,A man is peeling a carrot.
16704,YUlG_PKzpvc,0,8,682611,clean,68,English,A multitude of penguins are walking.
4223,YXixZrSxefk,6,15,550906,clean,44,English,A man is demonstrating peeling a potato.
25802,YZ0-6hdQ0mU,0,3,682611,clean,63,English,A man is tying his tennis shoe in a bow.
26560,Ya-MkA187c8,36,45,651813,clean,19,English,A woman is playing the guitar.
34684,YersIyzsOpc,15,30,682611,clean,106,English,"A young man comes into a bedroom and throws a tantrum, slapping and hitting the bed covers."
43434,Yh2N6ZtRBdU,110,120,682611,clean,88,English,A man seated on a park bench is rocking a woman seated on his lap.
36224,Ylb4pnW-jP4,102,113,550906,clean,34,English,A young man running down the stairs.
9935,YmXCfQm0_CA,50,57,682611,clean,56,English,Two men are pushing loaded carts through the woods.
30804,YndZ9YulpTo,61,76,682611,clean,67,English,Someone is chopping up a tomato into small pieces.
32113,YwmUgVrUJ4I,0,15,760882,clean,56,English,A woman is doing weight exercises.
18761,Z-An1QQ66f0,13,25,550906,clean,61,English,A woman rides motor cycle.
38485,Z10_CDPQKKs,1,6,682611,clean,71,English,A boy jumping on a pogo stick is pushed off by another boy.
31231,Z19zFlPah-o,6,11,252681,clean,59,English,Clouds are quickly floating past a building.
39321,Z3XarHZ3HpY,10,17,550906,clean,28,English,A tiger runs out of the jungle.
44566,Z3m9V8qPXhQ,13,24,550906,clean,24,English,A man playing drums.
32902,Z3rj9LbCOaM,0,12,550906,clean,31,English,Baby otters playing in a pool.
31796,Z8rTzW9Gb6Y,116,123,682611,clean,15,English,A woman is eating a piece of fried chicken.
48198,ZDoy9S82ETA,5,15,550906,clean,43,English,A stunt car is being driven uphill.
30670,ZK4W-2ifl6I,1,28,215924,clean,51,English,A dog drinks its bath water.
23904,ZL7P_XmSnEY,205,209,550906,clean,54,English,a band playing music
3796,ZN2_czSBSD0,240,250,878566,clean,29,English,A man is running towards a tornado in an open field.
43135,ZYaxg5NZW_g,21,27,651813,clean,29,English,A baby monkey is eating.
23266,ZbtpcGi2DWY,56,62,760882,clean,15,English,A polar bear is walking on snow.
0,ZbzDGXEwtGc,6,15,550906,clean,24,English,a plane flying in the sky
33463,ZdNP0dXCx2I,78,90,550906,clean,30,English,a man and woman riding in a car
3229,ZdlG8fjGJlo,78,87,682611,clean,89,English,Someone cuts a piece of green pepper in half and adds to a blender containing tomatoes.
17180,Zg0p5TXi_Cc,30,46,550906,clean,73,English,a man cleaning the top oh his appliances.
3688,ZlX_Gy4HP2E,38,55,550906,clean,24,English,A woman demonstrating a walking exercise.
43077,ZnLgsasu82g,71,81,550906,clean,53,English,A boy rides a bike on a fence.
35928,Zoz0HcCB1vU,0,10,550906,clean,68,English,Snow dogs are pulling sleds.
12539,Zqmx-nXhLAg,0,10,682611,clean,104,English,"A young man is holding and petting a small animal, while another another man watches."
5609,ZsrPKtx0qyg,7,15,550906,clean,27,English,A puppy wagging his tail on the steps.
31052,ZvJvNcukZ4w,0,10,435773,clean,20,English,A badger and a fox are fighting.
4993,ZxqkAGNyo8A,12,22,550906,clean,18,English,a baby playing with a toy piano
7048,_0nX-El-ySo,83,93,682611,clean,69,English,A man is cutting a piece of paper in half lengthwise using scissors.
10313,_1vy2HIN60A,32,40,550906,clean,95,English,A wallaby bagged in a office.
4386,_6OTzzK7t9Y,158,170,550906,clean,28,English,A man is playing the piano.
3883,_7nP9z6T9m8,11,17,617730,clean,52,English,A bicyclist hits his face on a road sign.
20971,_9iG5Ge01PM,3,11,550906,clean,37,English,A kitten moves about.
9965,_JVxurtGIhI,32,42,550906,clean,25,English,A woman sings on stage.
37981,_JorUS-8Nlg,63,73,682611,clean,110,English,A bus is being driven down a street with a group of people sitting on it's roof and hanging off the back.
7939,_KMoC6ZdeXs,10,16,682611,clean,37,English,A young man is seated and playing a guitar.
3058,_O9kWD8nuRU,25,35,682611,clean,241,English,A woman is cutting a yellow vegetable-looking substance into pieces.
46496,_OBlgSz8sSM,15,32,550906,clean,68,English,Two young boys are playing together.
5489,_QJbjKkfdcs,52,57,135621,clean,52,English,A man is playing a violin and then a woman starts to sing.
5092,_SNE2MYAotU,41,49,682611,clean,66,English,Someone is petting some kind of animal.
10988,_UqnTFs1BLc,23,27,760882,clean,38,English,A girl is drinking from a cup.
3535,_WRC7HXBJpU,414,425,651813,clean,35,English,A man is adding water to a pan.
31409,_ZwwKOzpt2I,69,76,922727,clean,34,English,Meat is being sliced.
3958,_o1UXSxTjfo,68,80,159786,clean,265,English,A man bags produce and talks to a group.
37200,_pBeOAMjGm8,1,18,280252,clean,34,English,A man is playing a guitar.
18524,_pj2Nutu5v8,1,8,159786,clean,554,English,An infant speaks into a microphone.
45076,_sJ_09Mf1HY,49,72,550906,clean,46,English,A boy is dribbling a soccer ball at a show.
1191,_txL575S_OA,13,23,772960,clean,295,English,A dazzle of zebras are grazing on grassland.
15947,_xf24TYgbuY,14,20,550906,clean,72,English,Paper towels are being placed under some bacon.
6028,_yUiusXxfWI,150,165,550906,clean,48,English,Jute wine is being cooked in a wok.
30128,a-cek0mvXxE,15,25,922727,clean,24,English,A man is polishing a floor.
46100,a0g7wtBkS98,34,42,760882,clean,31,English,A girl dives into a lake.
1052,a1Y73sPHKxw,0,5,252681,clean,31,English,"While standing on its hind legs, a prairie dog turns to look at the camera."
13518,a1i6T160REQ,5,18,550906,clean,29,English,A man feeding a baby kangaroo.
38558,a28s_wyqkyc,68,77,760882,clean,21,English,A man is running.
22834,a8PAY4rvzRM,1,10,550906,clean,37,English,A rooster playing with a dead animal
32653,aA05I5QaZnM,66,75,878566,clean,37,English,A young woman is curling her hair with a round hairbrush.
12262,aC-KOYQsIvU,25,31,682611,clean,76,English,Someone is stirring something in a saucepan with what appears to be a stick.
30570,aCKNdip53W4,0,25,760882,clean,32,English,A sleepy baby is sitting on the floor.
36914,aDjNl5gs4nM,18,47,550906,clean,23,English,A person cutting a up a onion
35353,aGUx0QOKWXw,7,12,682611,clean,232,English,"An episode of ""I Love Lucy"" where Desi lights Lucy a cigarette."
3476,aHiUM8uWxxo,17,25,550906,clean,33,English,two boys flying a toy airplane
38860,aJoDt4DMkFU,118,124,682611,clean,71,English,Someone is sewing quilt squares on a sewing machine.
19486,aK8liAv-28s,72,82,550906,clean,39,English,A dragon moving in a room
25703,aM-RcQj0a7I,37,55,550906,clean,63,English,Chicken is being stirred in boiled.
16573,aN0WsBcja_E,0,15,878566,clean,25,English,A Siamese kitten is playing with a cat toy.
24681,aQWCKcg0VRU,321,339,550906,clean,87,English,A man is stirring chocolate in a huge bucket.
2842,aRo8x3xXeEA,3,8,411294,clean,17,English,The snowboarder is doing tricks.
489,aeA-HN7BMdo,34,41,550906,clean,48,English,a women cutting broccoli up
44176,akXjIEoecNs,2,12,550906,clean,29,English,A man is playing the key board.
6785,ao-9B8IV9_E,175,187,550906,clean,51,English,A dog walks over a kid who is inside his house.
23845,auFXfsCzAvQ,1,15,550906,clean,42,English,A dog tries to drink from a pool.
22579,b-d-CxHaKGU,10,30,550906,clean,44,English,A teacher explaining a math problem.
39893,b24_bb57PPk,631,637,550906,clean,44,English,Marlon Wayons serving food at an event.
35028,b4FM9OLBGyM,37,49,550906,clean,102,English,A young woman puts eyeliner on .
36736,b4mJ3AQc-ag,30,34,550906,clean,39,English,A piece of chicken is being torn apart.
24798,b71bI0rH1g8,75,90,550906,clean,36,English,A man is loading his gun.
31768,b97TK8XVLHE,40,50,682611,clean,136,English,A man is smiling as he reads an email message.
37768,bAYIIlX-WWw,5,15,682611,clean,107,English,A man is sitting cross legged playing a wooden flute.
41594,bDoCQEwghZU,201,211,651813,clean,22,English,A man is spinning in a chair.
887,bJJndejsUWc,88,98,682611,clean,100,English,A band is performing on stage with fire in the background.
39258,bK-i_FAcpoY,86,92,682611,clean,125,English,"A man in a suit and sunglasses is sitting and smoking a thin cigar, and the smoke is swirling behind his head."
12340,bL_Kijz9IN4,0,15,649657,unverified,111,English,a girl is slicing garlic
16039,bLqmf8x7rLI,2,8,682611,clean,80,English,A panda looking dog is walking down a sidewalk.
1421,bQJQGoJF7_k,109,115,760882,clean,47,English,A man is pouring seasoning in a plastic container.
