,caption,video_id,sen_id
129860,a person is showing how to drain oil from a car,video4185,129860
117200,a man talking about electronic manufacturing coming from china,video4186,117200
36000,a game of lacrosse is played,video4187,36000
97920,a snippet of western world s accomplishments and power,video4188,97920
26760,a grey haired man speaks to the camera,video4189,26760
114620,there is a man is escaping from a danger water flow,video419,114620
121420,the driver and co driver drives the car on rough road through the woods during a car rally,video4190,121420
44160,a man is going to take the box,video4191,44160
98280,a man in blue shirt expressing his experience about the black car lamborghini,video4192,98280
109720,a person is adding a food item to a white bowl,video4193,109720
46820,a man is being tortured,video4194,46820
110420,a large metal cabinet with open doors lights up to highlight its various parts,video4195,110420
57520,a man demonstrates how to fix a flat bicycle tire,video4196,57520
41140,a girl has her feet in the water and applying conditioning,video4197,41140
117700,a young africa-american man speaks of his time playing basketball and his father s incredulity as to his son s career choice,video4198,117700
28920,a girl is talking into a camera,video4199,28920
55340,a guy talking about a car,video42,55340
16620,a boy is singing as a contestant,video420,16620
46700,a man is clutching a woman,video4200,46700
17980,a basketball player lands a shot from half court,video4201,17980
13080,a boy talks about his grandparents,video4202,13080
3300,3 cartoon characters shown here,video4203,3300
79560,a couple of girls showing us how to do flips on a trampoline,video4204,79560
40320,a girl is outdoors with her dog,video4205,40320
111000,there is a place with beautiful beach and buildings,video4206,111000
22360,a black chick dances on web cam,video4207,22360
4620,a baby elephant standing by a larger elephant,video4208,4620
112520,a man white a white shirt is in a garage talking,video4209,112520
78580,a cartoon animation (parody) about spiderman,video421,78580
81580,a cook adding ingredients to a pan,video4210,81580
81200,a cop describes circumstances leading to a shooting,video4211,81200
39460,a girl is doing a  video turorial called my damn channel,video4212,39460
20040,a band is performing a song,video4213,20040
17200,a basket ball team performing in a match,video4214,17200
53300,a lady answers questions on telvision,video4215,53300
74560,a cartoon character is talking to a boy,video4216,74560
98460,in a snow a woman in a white bikini lying flat on the snow,video4217,98460
90920,a clip of a horror movie where a young girl texts on her phone is scared,video4218,90920
117540,a man in a navy shirt applies makeup to a woman in a white top,video4219,117540
137100,two girls doing a tutorial on different techniques for makeup,video422,137100
119700,there is a woman in yellow helmet is waiting for someone,video4220,119700
102940,two men are playing pingpong in a refered competision the man in red won the point,video4221,102940
60360,a man counseling some other people,video4222,60360
137480,a man drives a motorcycle down a busy car filled city street in new york s times square,video4223,137480
37600,a female singer in full spirit,video4224,37600
6820,a advertisement about something,video4225,6820
15660,a boy is opening a box of legos,video4226,15660
24340,a bearded man is recording a selfie,video4227,24340
50860,a man is talking on a tv news show,video4228,50860
102260,there is a man is walking with a person,video4229,102260
9880,a boy band is singing and dancing,video423,9880
50340,a man talk about a california drought,video4230,50340
76460,a cartoon creature and his health screen are shown from a game,video4231,76460
140160,photographs of a group of women are shown,video4232,140160
51620,a person getting their hair cut,video4233,51620
69180,a child plays with a tablet in a classroom,video4234,69180
138940,there is a military force fighting against enemies,video4235,138940
60400,a man dances around outside,video4236,60400
3500,2 men are shown driving a truck,video4237,3500
40960,a girl is laying in bed when there is a knock on the door,video4238,40960
49120,a young woman an a girl and boy swimming underwater,video4239,49120
89660,a clip from avengers,video424,89660
89100,a clip of the pirates of the caribbean a disney movie,video4240,89100
55280,a guy sits on a stool and talks to the camera,video4241,55280
74240,a burger king investigation is being shown,video4242,74240
78920,a couple smiles then an asian lady applies for  a job then another couple hold hands,video4243,78920
15680,a boy is on stage talking on the voice,video4244,15680
30540,a girl is riding a horse,video4245,30540
123880,a woman with shiny black hair is wearing a red suit and reporting information from a newsroom where people are working in the background,video4246,123880
103860,there is a check shirt man is standing with friends,video4247,103860
133020,there is a man with cooling glass is talking from a party,video4248,133020
11100,a boat captain and first mate are steering a ship,video4249,11100
39700,a girl in bed admires her socks and knocks on the wall behind her bed then texts on her phone,video425,39700
122380,a crash course episode about farmers and the decline of farming,video4250,122380
20480,a band performing a song on stage,video4251,20480
118500,there is a woman playing with a mouse,video4252,118500
124220,there are some bugs moving in to the darkness,video4253,124220
135620,few men and women are seated in a white couch and having a conversation,video4254,135620
74080,a bunch of video game characters are running out of a place,video4255,74080
22320,a black girl auditions for the voice,video4256,22320
65580,a circuit board is shown,video4257,65580
118720,there is a man is walking with a black gun,video4258,118720
49300,girls are dancing and singing,video4259,49300
54440,a lecturer is talking to his classroom,video426,54440
65660,a christian man is singing a gospel song,video4260,65660
12680,a boy and a tiger cant go outside because it is raining,video4261,12680
34960,a former wrestler talking about the businesss,video4262,34960
123280,a person is holding a mobile phone and is explaining about an app,video4263,123280
31200,a guy does a backflip in a park,video4264,31200
44400,a man is doing something using paper,video4265,44400
19220,a band is performing a song,video4266,19220
1200,a 70 s hair band ensemble on a dimly lit stage,video4267,1200
123900,staff watching in-circuit video of another man standing in front of and describing the actions of a tiger newborn and mother,video4268,123900
94060,a close-up of an engine leaking fluids,video4269,94060
130440,a woman massages a cream into another woman s face and honey and toothpaste are recommended for skincare,video427,130440
83400,a family is talking,video4270,83400
83440,a family is talking to a camera crew,video4271,83440
48620,a person is playing a video game,video4272,48620
108000,two people with blue shirts are practising game of tennis,video4273,108000
19980,a band is performing a song,video4274,19980
46600,a man is doing a tutorial for car repair,video4275,46600
55500,a guy talking about space,video4276,55500
8060,a animated video of a popular dance,video4277,8060
82080,a couple is kissing,video4278,82080
131360,a person wearing a black coat is speaking with a police man,video4279,131360
33260,a group of people are at a mall in st,video428,33260
22860,a blooper reel of a lady with her skirt up,video4280,22860
9100,a boy demonstrates an nfl-themed video game,video4281,9100
134680,the view out of a car window is obstructed by a plastic suction cup holding a swinging blue and yellow ornament,video4282,134680
127700,a very old black and white educational video shows a computer program index,video4283,127700
20740,a band preforms a song,video4284,20740
103660,a lake and wooded hillside filmed from the back of a moving train,video4285,103660
21780,a black man lays in bed and laughs,video4286,21780
120520,at the shore of the ocean a man in a white shirt threw water in the ocean,video4287,120520
131020,video description about the fish feed something in the water,video4288,131020
19100,a band preforms a song,video4289,19100
28100,a group of guys playing mine craft,video429,28100
50780,a man is throwing a football,video4290,50780
50680,a minecraft demonstration video,video4291,50680
70480,a car driving down the highway,video4292,70480
126880,a woman sautes shrimp with butter in a white pan stirring with a wooden spoon,video4293,126880
111440,a book signing with a man signing boosk for a line of people,video4294,111440
129600,there is a lady is explaining  some thing written on the screen,video4295,129600
82980,a couple fighters jets in the air and crashes there are flames,video4296,82980
8980,a boy band music video,video4297,8980
54620,a large hadron collider is explained by a scientist,video4298,54620
135020,there is a man in black suit talking from the darkness,video4299,135020
90620,a clip of a man pretending to be justin timberlake and singing one of his songs,video43,90620
55420,a guy talking to a man,video430,55420
35300,a funny clips video of mario on a swing,video4300,35300
7300,a army chief talking to soldiers,video4301,7300
28040,a group of girls are dancing,video4302,28040
84600,a female lion is chasing a hippopotamus until the hippopotamus starts to fight back,video4303,84600
138900,a man holding a gun and shooting to the car on the road,video4304,138900
66880,a clip from a movie is playing,video4305,66880
120960,a house halfway through renovation includes a kitchen with no counters and an open wall,video4306,120960
16820,a blue car is drifting,video4307,16820
74660,a cartoon character talking on the phone,video4308,74660
11300,a boat rides along the river,video4309,11300
126320,a news report on bbc about a person dieing in a fire,video431,126320
84140,a dramatic scene in a tv show,video4310,84140
40,a person is explaining something,video4311,40
72260,a can of paint is watching an unbrella twirl,video4312,72260
34980,a formally dressed woman is looking around a fancy dining room,video4313,34980
19960,a band is performing a song to a crowd,video4314,19960
115580,the man in red t-shirt do the work with the bull dozer to break the house,video4315,115580
43840,a man is making fishing equipment on a boat,video4316,43840
113860,a man in blue shirt and spectacles is explaining something,video4317,113860
37060,a few lady s playing volley ball,video4318,37060
137700,a demonstration of how to prepare specific ingredients,video4319,137700
58060,a man eating in a restaurent,video432,58060
119420,an asian woman is visiting another woman to help her prepare an oriental dish,video4320,119420
5320,a band is performing,video4321,5320
133940,a very tranquil scene of someone who is surfing,video4322,133940
95160,a comedy sketch involving hillary clinton probably from saturday night live,video4323,95160
139100,john green trying to be funny about his personal life,video4324,139100
28360,a group of jewish people talking amongst each other,video4325,28360
40480,a girl is putting on loreal mascara and eye liner by urban decay,video4326,40480
37220,a few girls are singing and dancing in sync,video4327,37220
5660,a balding man with a mustache is talking about space,video4328,5660
136840,on a track a relay race is showing a man in yellow to be the winner the winner came from the back,video4329,136840
125060,a tshirt man is making a chicken dish,video433,125060
55740,a horse is playing with a bucket,video4330,55740
112880,a man an woman dancing in a crowded party while talking the man wearing a dark suit the woman wearing a fancy silver dress and a tiara,video4331,112880
2220,a 3d animated clip featuring a kid with a crown on his head,video4332,2220
42320,a girl eats a nice sandwich,video4333,42320
133860,leonardo dicaprio playing gatsby in the movie the great gatsby speaks with a man in a gray suit with gray hair,video4334,133860
122620,a woman in black dressing is sleeping and thinking,video4335,122620
25980,a bunch of cartoons ride the school bus,video4336,25980
18080,a basketball player is missing a shot,video4337,18080
7700,a audience laughing at a lady speaking,video4338,7700
110440,a video of a cabinet that opens and closes and two other components,video4339,110440
6920,a airplane flys by showing a beach,video434,6920
121000,this video shows some people running through sea shore,video4340,121000
75060,a cartoon character going forward with a knife,video4341,75060
106060,a beautiful women is singing and also playing guitar,video4342,106060
63360,a cartoon monkey and a cartoon woman are talking,video4343,63360
88940,a clip of two video games fighting on the mortal kombat video game,video4344,88940
97240,information about astronauts and the universe in general,video4345,97240
98620,a train is moving in a machine with a water surrounded it and group of men and women are walking through,video4346,98620
137960,on fox news angry protesters confront police in chicago,video4347,137960
11440,a bollywood trailer depicting a man on a motorbike,video4348,11440
69800,a child is talking and laughing,video4349,69800
112980,there is a tshirt boy is talking from a room,video435,112980
79820,a couple of reporters get caught in a bad wind storm,video4350,79820
15600,a boy is jumping on a trampoline outside,video4351,15600
66280,a children s nightmare shows off his moves against women,video4352,66280
121120, shittake mushrooms and star cut carrots are added to a steamer,video4353,121120
138040,there is a man cutting a ball in front of a boy,video4354,138040
111880,there is a man talking to a big crowd,video4355,111880
23820,a beautiful girl knocking a wall while sending a text,video4356,23820
114680,man playing starcraft 2,video4357,114680
108040,chili powder and another spice is added into the pan with the other ingredients,video4358,108040
45540,a man is talking,video4359,45540
25140,a black and white music video shows a man rapping about being a ninja,video436,25140
130140,some one showing the video of new vehicle on the road,video4360,130140
6260,a animated character is eating a donut,video4361,6260
65220,a cartoon stunt show is enacted,video4362,65220
9080,a boy demonstrates his drawing abilities,video4363,9080
111480,a man drives a vehicle down a snowy street and witnesses a car spinning on the slick road,video4364,111480
22140,a black and white video of a person in the woods,video4365,22140
5160,a band is on a stage singing,video4366,5160
32300,a guy is running and jumping around the jungle,video4367,32300
6980,a anchorwomen reporting on a soccer story,video4368,6980
95680,a colorful disco ball and boxes,video4369,95680
16560,a boy is singing on the view,video437,16560
23920,a beautiful dragoon game is played,video4370,23920
118600,all persons are talking each other in the garden,video4371,118600
114240,a man serving a taste dish in to the plate,video4372,114240
9340,a boy is dancing,video4373,9340
42060,a girl   panicking  and moving around ten picks up her cell phone,video4374,42060
13000,a boy swings on a branch towards something they want to check out,video4375,13000
85800,a demonstration for minecraft,video4376,85800
135960,rihanna wears camouflage pants a white top and sings on top of a car,video4377,135960
70360,a car driving over a speed bump,video4378,70360
13060,a boy talks happily about eating ice cream,video4379,13060
10620,a bottle filled with liquid,video438,10620
120480,there are some military people  discussing something ,video4380,120480
86900,a desginer showing off,video4381,86900
94920,a college teacher in india makes an argument about the educational system,video4382,94920
112180,a woman in a white dress is pointing to where an oil cap is in a car engine,video4383,112180
114200,a female reporter talks about a muslim leader who is trying to battle radicalism,video4384,114200
33720,a guy chops parsley,video4385,33720
3280,3 children in their early teens are shown working at a desk and one girl is featured reading her essay,video4386,3280
63060,a character walks around a cave in a game,video4387,63060
40660,a girl is giving to her friend a cosmetic object to use it,video4388,40660
1360,a action video game is played split screen,video4389,1360
96440,a man removes noodles from boiling water with tongs and places it into a tomato sauce,video439,96440
122040,two men in a gray living room talk to each other,video4390,122040
88000,a clip of a young man playing angry birds 2,video4391,88000
52140,a news segment on voting,video4392,52140
69620,a child is singing for judges,video4393,69620
10020,a boy friend helping his girl friend to get rid of the wound,video4394,10020
61400,a character gets hit by a car,video4395,61400
126660,there is a woman talking about a country,video4396,126660
113120,a male voice praises the cars moving on the screen as they drive a dirt road,video4397,113120
5920,a band begins to play to an auditorium of people,video4398,5920
138080,white words on the screen saying the sartorialist in front of a woman with short hair wearing red lipstick,video4399,138080
85220,a fat woman wears a pink sporty bra,video44,85220
135580,a brown haired girl is twisting her hair and talking about keeping it tight,video440,135580
51540,a old women is preparing the food in kitchen,video4400,51540
105620,its a animated video about the marriage and happiness,video4401,105620
104180,ingredients for preparing food are kept in a table,video4402,104180
15320,a boy is playing video game violently,video4403,15320
100920,there is a black tshirt man talking with fun,video4404,100920
123740,a man speaks with another man holding a bouquet of flowers,video4405,123740
108700,bloopers from the movies 21 jump street and home alone,video4406,108700
101380,a teacher performing an experiment in the class as student looks on,video4407,101380
41500,a girl checking baby seater,video4408,41500
38760,a first person shooter is played and talked about,video4409,38760
59440,a man and a woman are talking about the news,video441,59440
40520,a girl is posing on the beach for photos,video4410,40520
100120,a man is sitting at a table two men walk up and the man pushes them out the door,video4411,100120
3320,2 men sit in the interior of a car while driving,video4412,3320
88060,a clip of esat logo,video4413,88060
133500,on bloomberg television is talking to a woman about retail trends,video4414,133500
37620,a female singer enjoying singing,video4415,37620
91320,a clip is showed from youtube,video4416,91320
107180,people are driving a boat with fish flying out of the water around them,video4417,107180
18340,a batman fight movie scene,video4418,18340
440,a  larger woman shows off her red dress while standing on a pier,video4419,440
51580,a person giving instruction on making cookies,video442,51580
18880,a basketball player dunks a basketball and is evaluated by a voiceover,video4420,18880
36660,a game character running up stairs,video4421,36660
4260,a bald man in headphones is singing while other people are playing instruments,video4422,4260
98880,a cartoon of a cat and his friends are talking,video4423,98880
123400,prepared food are nicely put in plate in a table,video4424,123400
16200,a boy is talking to a football player,video4425,16200
64520,a cat is being filmed outdoors and indoors,video4426,64520
81820,a cook shows how to oil a dish,video4427,81820
127840,a person explaining about him how is there in the photo,video4428,127840
48820,a person is explaining something,video4429,48820
82880,a couple cooking food,video443,82880
75320,a cartoon character is preparing something,video4430,75320
111020,an animal is restrained and gripped by its ears while a man wearing a plaid shirt shaves it s fur off as the animal kicks and struggles,video4431,111020
26860,a group dancing and singing a song routine on the beach,video4432,26860
118480,a young horse runs back and forth across a large field filled with horses,video4433,118480
37080,a few kids talking about classes with a translator,video4434,37080
119040,a man with black dress serving the food to some one,video4435,119040
47520,a man is asking another man to come up on stage,video4436,47520
21760,a black man shreds on guitar,video4437,21760
98580,bacon is placed into the oven and then a man licks butter before greasing a pan,video4438,98580
102960,a person enters into a factory and explains a detail inspection as part of quality audit,video4439,102960
76820,a carpenter fixing an imperfection,video444,76820
44780,a man is standing next to a pool,video4440,44780
123200,three men in white hug while standing on the clouds then receive halos,video4441,123200
57160,a man discusses how to repurpose jeans,video4442,57160
113160,there is a bird is flying over the forest,video4443,113160
129660,a man in blue t-shirt is saying something here,video4444,129660
12320,a boy and a girl are talking while in a car,video4445,12320
50880,a man is talking about saving money for college,video4446,50880
118020,a man messing with his glasses on camera,video4447,118020
14620,a broadcaster is narrating what is happening in a video game,video4448,14620
102300,there are some bugs moving on the ground,video4449,102300
114220,a men in black is explaning a concept,video445,114220
114080,there is a quarrel is moving in a stadium,video4450,114080
93280,a conservative party member is being interviewed,video4451,93280
60520,a man cuts a piece of plastic,video4452,60520
62820,a character running and climbing,video4453,62820
76580,a cartoon cow takes a ride on a gotham city bus,video4454,76580
42820,a girl dancing in a house,video4455,42820
79520,a couple of guys are rapping in a video,video4456,79520
71960,a car has a red outside and black inside,video4457,71960
88720,a clip showing two people acting as lego toys,video4458,88720
34380,a group of people speak for a tv segment,video4459,34380
12800,a boy is fishing for fish,video446,12800
1960,a 3 point shot made with 82 seconds left in the game,video4460,1960
37160,a few girls dance together,video4461,37160
111760,in an arcade game a monkey proceeds down green paths in a canyon towards a waterfall jumping as he goes,video4462,111760
32260,a guy is playing with lego characters and voicing them,video4463,32260
118300,a women with red dress doing exercise on the floor,video4464,118300
81780,a conversation between friends,video4465,81780
131320,john green sits next to a globe and discusses warren s utopian communities,video4466,131320
60220,a man cooking food,video4467,60220
7180,a an is bending his arms,video4468,7180
130600,a cat swatting at a dog and the dog is trying to bite the cat,video4469,130600
5480,a bald man running on the street,video447,5480
2060,a 3d animation video game,video4470,2060
14960,a boy is playing a video game,video4471,14960
125340,a woman adds a lumpy white liquid from a glass bowl into a red plastic bowl filled with white powder,video4472,125340
57440,a man demonstrates origami,video4473,57440
115840,two men compete in a game of table tennis by vigorously volleying the ping pong ball over the net,video4474,115840
3900,a advertisement about a car,video4475,3900
2420,robin hood showers riches on the band and audience at the late show,video4476,2420
75720,a cartoon done in the style of minecraft,video4477,75720
30860,a guy is giving a speech in front of an audience,video4478,30860
38420,a football game is shown being played and a stop is made,video4479,38420
122580,this is an advertisement showing that admirals galley which is one of the best buffet restaurant and the motive of the restaurant is quality,video448,122580
97560,a girl in a studio is demonstrating the nyx hd studio photogenic powder with sonia kashuk brush stating that the number one brush for make up,video4480,97560
4800,a baby is swimming under water,video4481,4800
20980,a band is playing a song on stage,video4482,20980
94120,a coca cola commercial about people drinking coca cola,video4483,94120
100960,a women wake up in a trouble,video4484,100960
78660,a cartoon annoucer starts a contest game with a group of players,video4485,78660
35980,a game of madden nfl and being narrated by the players,video4486,35980
55440,a guy talking in front of a wooden piece of furniture,video4487,55440
77940,a cartoon boy is singing to a cartoon girl wearing bunny ears,video4488,77940
6740,a advertisement for beauty diary,video4489,6740
78620,a cartoon band performing the itsy bitsy spider song,video449,78620
58940,a man does some work on a house,video4490,58940
77800,a cartoon cat is singing about christmas,video4491,77800
134800,a woman cooking a meal in a pan on a stove,video4492,134800
99360,beauty contest is going on and the ladies wearing black dresses and walking around and there is audience peoples and juries are sitting to see the contest,video4493,99360
139120,illustrated native americans and europeans show trade practices between the two,video4494,139120
10040,a boy folds paper,video4495,10040
40200,a girl is performing on stage,video4496,40200
86960,a discussion between three men,video4497,86960
4940,a baby crawls around with a kitten,video4498,4940
91560,a clip of a dentist performing dental work on someone,video4499,91560
100680,all persons are ready for running on a running track lane,video45,100680
41280,a girl and boy take rick action,video450,41280
114100,there is hockey player  kick a shot and audience are calpping,video4500,114100
30000,a golfer drives in a video game,video4501,30000
92440,a commercial about a tablet,video4502,92440
60780,a man balancing between trucks,video4503,60780
80660,a crowd applauds a woman for winning a karaoke contest,video4504,80660
65240,a cartoon skeleton is carrying a bomb,video4505,65240
68380,a child is opening a packet of beads with a pair of scissors and pouring the beads into a container of water,video4506,68380
106620,a man in jacket is eating something from the street,video4507,106620
65140,a cartoon scene of some talking animals,video4508,65140
13360,a boy met with an accident,video4509,13360
139440,there is a woman cutting a sticker on the table,video451,139440
99640,there are some important images going on,video4510,99640
50320,a man plays piano,video4511,50320
66540,a chilly pepper advertisement,video4512,66540
81460,a cosmetician speaks to a woman on a bed,video4513,81460
6180,a animate character is dancing,video4514,6180
69360,a child singing on the voice,video4515,69360
36600,a game is being played,video4516,36600
99900,a man in a black t-shirt and cap talking in a room,video4517,99900
87240,a contestant waits for her score on the voice,video4518,87240
8780,a boy demonstrates playing a video game,video4519,8780
14760,a british guy is talking about another kid,video452,14760
24160,a beautiful woman is interviewed on extra,video4520,24160
124100,kids sitting at a table eating some food,video4521,124100
19460,a band is performing on stage,video4522,19460
27060,a group getting ready to practice,video4523,27060
3640,2 people singing together,video4524,3640
29560,a girl is walking around being cute,video4525,29560
126940,there is a baby laying on the seat of a van,video4526,126940
5760,a ballet dance being done on a stage,video4527,5760
39520,a girl is being photographed,video4528,39520
14880,a blue ceramic flower is filled with yellow paint,video4529,14880
125480,a bald man in a black coat stands in the back of a parking lot and points to the great amount of cars there,video453,125480
43700,a man is on the phone,video4530,43700
121580,someone is on a tour or bus taking a video of houses,video4531,121580
13120,a boy talks about giant mutated rats,video4532,13120
89580,a clip from dark knight rises where the audience finds out why bane made his attack on the stock market in the previous scene,video4533,89580
95900,a comedic news host speaking with a still frame of sarah palin being shown,video4534,95900
102400,a person cooking chicken on a bowl as butter chicken,video4535,102400
114820,some one showing the movie clips on t,video4536,114820
45680,a man gives a speech to an audience outside,video4537,45680
116080,a girl talking to a two boys on the above sceen,video4538,116080
7600,a baby and a cat are on a blanket,video4539,7600
130420,women talks about different recipes in a tv show,video454,130420
138780,people are playing in water while some of them watch them,video4540,138780
100800,a baby guinea pig is slowly walking around it s cage and starts eating from it s food dispenser,video4541,100800
121520,a simpleton boy who doesn t know the meaning of accident,video4542,121520
44880,a man is sitting,video4543,44880
95580,a comedian dances on the stage,video4544,95580
112780,somone starting a video of a skier and talking about the power and technique of going uphill,video4545,112780
10480,a bowl of water is shown,video4546,10480
20640,a band preforms a song,video4547,20640
97360,a man with black t-shirt talking in front of the camera,video4548,97360
131700,an old man with gray hair teaches you how to be successful at tennis,video4549,131700
37240,a few ducks and kittens are snuggling together,video455,37240
70220,a car drives around the grass on a sunny day in this animation,video4550,70220
30100,a girl taking another woman s shirt off,video4551,30100
126560,a large tractor trailer drives under a bridge and crashes,video4552,126560
103940,llamas gather around a trough filled with hay and eat heartily,video4553,103940
126100,a lady chef showing the trick how to create a perfect pack on plate with meat all around,video4554,126100
121180,a gray haired man in a blue suit speaks into small microphones,video4555,121180
94180,a collection of television show titles,video4556,94180
137200,a dj in a black tee shirt wearing headphones stands in front of a colorful wallpapered wall and behind musical equipment,video4557,137200
85600,a describes his experiences with his new pool,video4558,85600
49100,a wrestling match of two people competing,video4559,49100
64580,a cat and hampster on the table,video456,64580
95460,a comedian is on a stage telling jokes,video4560,95460
18940,a basketball player does a slam dunk,video4561,18940
21300,a band is playing to a large audience in the background as the viewer seems to be traveling down a pathway of musical notes and colors in this clip from a video game,video4562,21300
21820,a black man is giving a speech,video4563,21820
100100,man in black red and white demonstrates a golf shot,video4564,100100
93480,a compilation of wrestlers wrestling,video4565,93480
111160,men in blue is playing basketball with men in white,video4566,111160
16020,a boy is smiling,video4567,16020
6880,a aerial view of a car moving towards army patrol,video4568,6880
136500,there is a cooling glass man is sitting on a chair,video4569,136500
106940,a scene from a movie a woman wearing a green suit is smoking a cigarette,video457,106940
16580,a boy is singing in a studio,video4570,16580
116420,a young boy in a yellow t-shirt coming with sanyasi,video4571,116420
89160,a clip of the golden girls in a church mass,video4572,89160
109560,a man stirs a bowl of raw pink meat with his bare hand and then adds a bit of oil and two eggs to a hot wok and stirs it with a spatula,video4573,109560
112440,a rugby game in progress and a player with the ball jumps over the other player,video4574,112440
3000,3 kids singing on the voice,video4575,3000
34600,a group of soldiers and government officials having a meeting,video4576,34600
131640,a boy doing some action while walking on the road,video4577,131640
7800,a animated show with songs and dancing letters,video4578,7800
136920,all food items prepared from carolyn,video4579,136920
7660,a awesome car showing,video458,7660
134480,frozen has a clip of three people falling off a snowy cliff one of those people are a talking snowman,video4580,134480
84060,a driver gives an interior shot of his car as his air freshener dangles in the breeze,video4581,84060
9620,a boy is exercising and doing other crazy stuff after which he shows a hand made paper jet,video4582,9620
59520,a man and woman dance on stage,video4583,59520
107760,a black and white cat sitting on the bed and looking here and there,video4584,107760
95860,a comedy drama show played on a stage,video4585,95860
93260,a conspiracy theorist defends his beliefs on television,video4586,93260
138160,britney spears is wearing a red wig and dancing in a black leather outfit and then jumps from a ledge and is then shown without the wig and in front of a group of her backup dancers,video4587,138160
16780,a boy is singing a popular song,video4588,16780
86500,a dog is barking,video4589,86500
94140,a coffin is being brought down a street with horses,video459,94140
45020,a man is playing a violin,video4590,45020
103100,an older man in a blue shirt is having an earnest discussion,video4591,103100
26640,a group children are on the stage of,video4592,26640
26740,a grey haired woman is interviewed by a man,video4593,26740
61120,a cgi animation of a wolf being kicked,video4594,61120
121140,the grey colour horse is shaking fastly when the game score gets high,video4595,121140
135660,two nerds talking about superman and other comic book themed characters,video4596,135660
94640,a clip taken inside the game friday night at freddies,video4597,94640
104040,there are some animals is walking on the grass,video4598,104040
72280,a bunch of people are standing in line and holding cans of the soft drink coke,video4599,72280
9860,a boy is drawing squidward from spongebob squarepants,video46,9860
55680,a hand drawing a health description about addicts and their brains,video460,55680
77760,a cartoon character and another cartoon character dance together,video4600,77760
800,a  professional baseball game advertisement,video4601,800
63700,a cartoon is shown where a truck gets washed,video4602,63700
118540,a lady wearing a black and white dress is talking about an iron man and the man who played it,video4603,118540
138060,a man at a desk talking about a freeze at the end there are top hats on his desk,video4604,138060
50760,a man is trying to walk through a very windy battlefield,video4605,50760
73380,a cake is being put into the oven,video4606,73380
116900,a woman in a green chef coat juices a lime into a silver bowl,video4607,116900
101820,there is a street a man is wandering through that,video4608,101820
127640,a girl falls over a chair when she tries a basketball trick shot,video4609,127640
120360,a man is talking about the weather using calculus,video461,120360
60180,a man cooking food,video4610,60180
109200,a man talking on a show called cnn student news,video4611,109200
120640,there are two brushes moving in the darkness,video4612,120640
83060,a couple different scenes of michael jackson including one where he is meeting with fans and one where he is in concert,video4613,83060
51340,a person boiling something on bowl,video4614,51340
59540,a man and woman are talking in a library,video4615,59540
93040,a conference on these masked men pulling the hats of the yellow dressed convicts,video4616,93040
16320,a boy is showing how to solve a rubiks cube,video4617,16320
85300,a demonstration of how to prepare materials for building a fire,video4618,85300
52960,a kid playing the angry birds video game,video4619,52960
55160,a guy speaking to the camera,video462,55160
120080,a man in a hat and white shirt is signing on stage,video4620,120080
10980,a book about wolves,video4621,10980
940,3d text is displayed over a background,video4622,940
9900,a boy giving some plastic bag to the old man,video4623,9900
101320,there is a man playing table tennis with tricks,video4624,101320
57020,a man describes the images of the eclipse of a super moon then a bible verse is shown,video4625,57020
17860,a barren seascape or desert is shown for its artistic wonder,video4626,17860
120180,a person is preparing a food item in a bowel,video4627,120180
44520,a man is showing how to fold a piece of paper,video4628,44520
115120,there is a man is talking about fresh water,video4629,115120
15100,a boy is playing mine craft the video game,video463,15100
8920,a boy begins to explain how to edit a picture of ocean waves,video4630,8920
108760,a lady chef showing how to marinate the chicken and tossing all the content in the bowl with chop sticks,video4631,108760
45620,a man giving a lecture,video4632,45620
43560,a man is looking at something,video4633,43560
25700,a big dog is shown coddling a smaller dog,video4634,25700
1060,3d video game walk through,video4635,1060
136900,a commercial for a volks wagon black car,video4636,136900
57960,a man discusses public awareness about terror on a news show,video4637,57960
2600,2 girls are talking about what they got for each other,video4638,2600
108140,a woman in red talking from her room,video4639,108140
130820,a doctor wearing green scrubs and a stethoscope around his neck is followed by a medical student in a white lab coat,video464,130820
42800,a girl daydreaming about being with the boy a the movies,video4640,42800
106680,a woman shows sliced onion and garlic in a baking pan,video4641,106680
89980,a clip from the avengers movie,video4642,89980
136080,a woman with a colorful head covering sits on a striped couch in front of several microphones,video4643,136080
22500,a black and white series of photos depict tesla,video4644,22500
90360,a clip from a wrestling video game,video4645,90360
104500,the interior and the facilities of the volks wagen car is very useful and wonderful,video4646,104500
82760,a couple are lying in bed together,video4647,82760
94200,a collection of sports vines is shown,video4648,94200
6640,a animate character are fighting,video4649,6640
121320,a man talking about construction of a kitchen cabinet,video465,121320
108960,the video clip shows a chilled sugar snap pea sooup,video4650,108960
65960,a clip about the ellen degenerous show,video4651,65960
81220,a copyright page is displaying,video4652,81220
136020,a lady discussing about the pedialyte drink which is unflavoured,video4653,136020
74120,a bussines documentary conducted in english language,video4654,74120
39600,a girl in a neck brace is afraid and others in a living room try to help,video4655,39600
123440,an entertainment commentator discusses adam sandler s people s choice award,video4656,123440
137800,a woman in a blue blazer stands in front of a city skyline,video4657,137800
119280,a woman wearing a black t shirt and speaking,video4658,119280
95700,a color graph shows information on earth,video4659,95700
57260,a man describes the back seat of a car,video466,57260
72620,a bunch of people talk and give interviews,video4660,72620
23980,a beautiful lady is singing,video4661,23980
